Tid,起点,駅からの距離,店舗名,ジャンル,住所,座数,lunch_from,lunch_to,dinner_from,dinner_to,dinner_ave,元値,集計用,営業(年),営業(月),url,業態_集計用,食べログ業種_大,食べログ業種_中,食べログ業種_小,評価
28054277,尼崎駅（阪神）,517,くらし快援隊 中央店,その他,兵庫県尼崎市神田中通4-154,,1000,1999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28054277/,その他,その他,,,3.04
28062936,尼崎駅（阪神）,442,インド・ネパール料理 Asian Bar,インド料理、ネパール料理,兵庫県尼崎神田中通3-79 1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28062936/,多国籍料理,インド料理,,,3
28014482,尼崎駅（阪神）,786,フレンド,喫茶店,兵庫県尼崎市北大物町8-8,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28014482/,その他,喫茶店,,,-
28059157,尼崎駅（阪神）,283,地酒と串料理の下町酒場 こよみ,焼鳥、居酒屋,兵庫県尼崎市西御園町115-2,,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28059157/,居酒屋・バル,焼鳥,,,3
28012384,尼崎駅（阪神）,707,すし長,寿司,兵庫県尼崎市昭和南通6-135-6,30,-,-,6000,7999,"7,000",,,,,https://tabelog.com/hyogo/A2803/A280304/28012384/,和食,寿司,,,3.1
28008159,尼崎駅（阪神）,417,鮮菜問屋 ゆるり,和食（その他）、魚介料理・海鮮料理,兵庫県尼崎市昭和南通り4-43 Tキューブ1F,31,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28008159/,和食,和食（その他）,,,-
28051025,尼崎駅（阪神）,367,立ち飲み まるみえ,立ち飲み居酒屋・バー、居酒屋、バー,兵庫県尼崎市神田中通3-31,15,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28051025/,居酒屋・バル,立ち飲み居酒屋・バー,居酒屋,バー,3.09
28064942,尼崎駅（阪神）,580,淡路島バーガー 尼崎店,ハンバーガー,兵庫県尼崎市神田中通4-102,,1000,1999,-,-,,2022/10/26,2022/10/26,0,1,https://tabelog.com/hyogo/A2803/A280304/28064942/,洋食,ハンバーガー,,,3
28050550,尼崎駅（阪神）,768,アスリート,スポーツバー,兵庫県尼崎市東難波町5-3-17,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28050550/,その他,スポーツバー,,,-
28023804,尼崎駅（阪神）,688,お好み村,お好み焼き,兵庫県尼崎市昭和通5-187-4,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28023804/,居酒屋・バル,お好み焼き,,,-
28065008,尼崎駅（阪神）,470,本場 大阪のたこやき どんたこ,たこ焼き、お好み焼き・たこ焼き（その他）,兵庫県尼崎市神田北通3-36-2,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28065008/,テイクアウト,たこ焼き,,,0
28039923,尼崎駅（阪神）,442,マンボウ,居酒屋、鳥料理、創作料理,兵庫県尼崎市昭和通4-123,35,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28039923/,居酒屋・バル,居酒屋,鳥料理,創作料理,3.07
28061217,尼崎駅（阪神）,164,ソウルサカバテバク 阪神尼崎店,韓国料理、創作料理、韓国鍋,兵庫県尼崎市神田中通2-27-47 阪神ONOビル 3F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28061217/,多国籍料理,韓国料理,創作料理,韓国鍋,-
28051216,尼崎駅（阪神）,162,酒処むかい,居酒屋,兵庫県尼崎市開明町1-21-1,18,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28051216/,居酒屋・バル,居酒屋,,,-
28035230,尼崎駅（阪神）,411,からから屋 尼崎店,焼肉、もつ鍋、居酒屋,兵庫県尼崎市昭和南通4-43,50,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28035230/,焼肉・ホルモン,焼肉,もつ鍋,居酒屋,3.01
28041488,尼崎駅（阪神）,403,カフェ ブラヴォー,カフェ、洋食、ダイニングバー,兵庫県尼崎市昭和通2-7-16 尼崎市総合文化センター 2F,100,-,999,-,-,,2014/9/1,2014/9/1,8,2,https://tabelog.com/hyogo/A2803/A280304/28041488/,その他,カフェ,洋食,ダイニングバー,3.15
28063386,尼崎駅（阪神）,250,やすかわ,お好み焼き、焼きそば,兵庫県尼崎市昭和南通4-68,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28063386/,居酒屋・バル,お好み焼き,,,3.03
28063279,尼崎駅（阪神）,735,ファミリーマート 尼崎貴布祢店,その他,兵庫県尼崎市玄番南之町1,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28063279/,その他,その他,,,-
28049804,尼崎駅（阪神）,392,ショットバー フィリング,バー,兵庫県尼崎市神田中通3-75 1F,10,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28049804/,その他,バー,,,-
28047403,尼崎駅（阪神）,201,大衆酒場 白樺,居酒屋、鳥料理、鍋（その他）,兵庫県尼崎市神田中通2-28,30,-,-,3000,3999,"3,500",2016/11/10,2016/11/10,6,0,https://tabelog.com/hyogo/A2803/A280304/28047403/,居酒屋・バル,居酒屋,鳥料理,鍋（その他）,3.04
28056353,尼崎駅（阪神）,662,コーヒー ラ・ムール,喫茶店,兵庫県尼崎市神田北通4-103-2,,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28056353/,その他,喫茶店,,,3
28061847,尼崎駅（阪神）,795,WANNSA Bakery,パン,兵庫県尼崎市建家町85,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28061847/,テイクアウト,パン,,,-
28061440,尼崎駅（阪神）,763,Ai Kebab House,トルコ料理,兵庫県尼崎市神田中通5-199-11 1F,,-,-,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28061440/,多国籍料理,トルコ料理,,,3.03
28025354,尼崎駅（阪神）,312,ふっくら,しゃぶしゃぶ,兵庫県尼崎市神田北通2-19,14,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28025354/,居酒屋・バル,しゃぶしゃぶ,,,3.14
28051121,尼崎駅（阪神）,370,雫庵,居酒屋、魚介料理・海鮮料理、割烹・小料理,兵庫県尼崎市昭和南通4-58-2 エイケンビル 1F,16,-,-,8000,9999,"9,000",2016/12/20,2016/12/20,5,11,https://tabelog.com/hyogo/A2803/A280304/28051121/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,割烹・小料理,3.04
28060453,尼崎駅（阪神）,775,お菓子の白光堂,せんべい、和菓子,兵庫県尼崎市建家町39,,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28060453/,その他,せんべい,,,-
28053657,尼崎駅（阪神）,226,nemo×夢kitchen,居酒屋、和食（その他）、ダイニングバー,兵庫県尼崎市昭和南通3-12-2ハイツサンシャイン102,16,-,-,2000,2999,"2,500",2018/12/1,2018/12/1,3,11,https://tabelog.com/hyogo/A2803/A280304/28053657/,居酒屋・バル,居酒屋,和食（その他）,ダイニングバー,3.04
28062618,尼崎駅（阪神）,593,ルモーブ 尼崎店,洋菓子（その他）,兵庫県尼崎市西長洲町2-32-3,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28062618/,テイクアウト,洋菓子（その他）,,,-
28064525,尼崎駅（阪神）,551,ファミリーマート 昭和通四丁目店,その他,兵庫県尼崎市東難波町5-178,5,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28064525/,その他,その他,,,3
28054543,尼崎駅（阪神）,214,快活CLUB 阪神尼崎駅前店,その他,兵庫県尼崎市神田中通2-18-1,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28054543/,その他,その他,,,3.01
28056765,尼崎駅（阪神）,365,尼崎プラザホテル 阪神尼崎,その他,兵庫県尼崎市神田北通3-27,,4000,4999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28056765/,その他,その他,,,3.06
28025855,尼崎駅（阪神）,694,鉄板居酒屋　こたろう 尼崎本店,ダイニングバー、ホルモン、焼酎バー,兵庫県尼崎市昭和南通6-134,40,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28025855/,居酒屋・バル,ダイニングバー,ホルモン,焼酎バー,-
28056724,尼崎駅（阪神）,96,あまがさき観光案内所,その他,兵庫県尼崎市神田中通1-4 中央公園内,,-,-,-,-,,2019/3/29,2019/3/29,3,8,https://tabelog.com/hyogo/A2803/A280304/28056724/,その他,その他,,,-
28046275,尼崎駅（阪神）,625,福南商店,その他,兵庫県尼崎市神田中通4-160-4,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28046275/,その他,その他,,,3.04
28060289,尼崎駅（阪神）,736,キムチの山田,その他,兵庫県尼崎市建家町7,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28060289/,その他,その他,,,-
28037795,尼崎駅（阪神）,778,創作中華　うたたね,中華料理,兵庫県尼崎市東難波町4-13-6,12,-,-,-,999,999,2013/4/22,2013/4/22,9,7,https://tabelog.com/hyogo/A2803/A280304/28037795/,居酒屋・バル,中華料理,,,3.1
28052841,尼崎駅（阪神）,15,オニギリイチゴウ 阪神尼崎店,おにぎり、弁当,兵庫県尼崎市東御園町93 阪神尼崎駅西改札構内,,-,999,-,-,,2018/2/7,2018/2/7,4,9,https://tabelog.com/hyogo/A2803/A280304/28052841/,テイクアウト,おにぎり,,,3.09
28064883,尼崎駅（阪神）,682,SHINGER KITCHEN,アメリカ料理、ハンバーガー、豚料理,兵庫県尼崎市東難波町5-7-7 ドムール尼崎 1F,,1000,1999,-,-,,2022/10/1,2022/10/1,0,1,https://tabelog.com/hyogo/A2803/A280304/28064883/,洋食,アメリカ料理,ハンバーガー,豚料理,3
28027276,尼崎駅（阪神）,168,鳥貴族　 阪神尼崎店,焼鳥、鳥料理、居酒屋,兵庫県尼崎市神田中通2-27-47 阪神ONOビル4F,148,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28027276/,居酒屋・バル,焼鳥,鳥料理,居酒屋,3.01
28061870,尼崎駅（阪神）,54,ローソン HA 阪神尼崎店,その他,兵庫県尼崎市神田中通1-5,,-,-,-,-,,2021/10/27,2021/10/27,1,1,https://tabelog.com/hyogo/A2803/A280304/28061870/,その他,その他,,,-
28049288,尼崎駅（阪神）,774,○ちゃん,お好み焼き、鉄板焼き、かき氷,兵庫県尼崎市東難波町4-4-13,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28049288/,居酒屋・バル,お好み焼き,鉄板焼き,かき氷,3.02
28063779,尼崎駅（阪神）,495,たこやき ピッコロ,たこ焼き,兵庫県尼崎市昭和通2-2-18,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28063779/,テイクアウト,たこ焼き,,,-
28061531,尼崎駅（阪神）,181,粉もん屋 liquoR☆s,定食・食堂、お好み焼き・たこ焼き（その他）,兵庫県尼崎市西大物町12-41 アマゴッタ 1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28061531/,和食,定食・食堂,,,3.03
28033288,尼崎駅（阪神）,218,Dining Bar Hellos,ダイニングバー、バー、居酒屋,兵庫県尼崎市神田北通2-22-4,25,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28033288/,居酒屋・バル,ダイニングバー,バー,居酒屋,-
28063564,尼崎駅（阪神）,678,寿司 小川,寿司,兵庫県尼崎市昭和南通5-116,10,-,-,-,-,,2020/12/1,2020/12/1,1,11,https://tabelog.com/hyogo/A2803/A280304/28063564/,和食,寿司,,,3.03
28061366,尼崎駅（阪神）,584,more more OKAMACHI 尼崎店,マカロン、洋菓子（その他）,兵庫県尼崎市神田中通4-102,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28061366/,テイクアウト,マカロン,,,3
28056826,尼崎駅（阪神）,463,居酒屋きさら,居酒屋,兵庫県尼崎市 昭和通4-118 ダイアパレス B1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28056826/,居酒屋・バル,居酒屋,,,3.02
28040492,尼崎駅（阪神）,236,あたか,サンドイッチ、パン,兵庫県尼崎市開明町1-52-21 第2ヨシダビル,6,-,999,-,-,,2014/5/6,2014/5/6,8,6,https://tabelog.com/hyogo/A2803/A280304/28040492/,テイクアウト,サンドイッチ,,,3.15
28033114,尼崎駅（阪神）,673,割烹 小門,割烹・小料理,兵庫県尼崎市神田北通4丁目105,20,1000,1999,5000,5999,"5,500",1976/9/1,1976/9/1,46,2,https://tabelog.com/hyogo/A2803/A280304/28033114/,和食,割烹・小料理,,,3.1
28027924,尼崎駅（阪神）,218,旬彩や 一創,割烹・小料理,兵庫県尼崎市神田北通2-22-4 尼崎第1ビル 1F,20,1000,1999,5000,5999,"5,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28027924/,和食,割烹・小料理,,,3.15
28061205,尼崎駅（阪神）,212,ローソン 阪神尼崎駅北店,その他,兵庫県尼崎市神田北通2-12-1,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28061205/,その他,その他,,,-
28038058,尼崎駅（阪神）,415,鉄板酒場 ひさちゃん,居酒屋、串焼き、鉄板焼き,兵庫県尼崎市昭和南通4丁目43 Tキューブ 2F,23,-,-,2000,2999,"2,500",2013/6/1,2013/6/1,9,5,https://tabelog.com/hyogo/A2803/A280304/28038058/,居酒屋・バル,居酒屋,串焼き,鉄板焼き,3.06
28048122,尼崎駅（阪神）,671,ケトル,カフェ、バー,兵庫県尼崎市建家町43,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28048122/,その他,カフェ,,,-
28063593,尼崎駅（阪神）,196,菜美ら 尼崎店,沖縄料理,兵庫県尼崎市神田北通2-25-1 尼崎屋台広場,,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28063593/,居酒屋・バル,沖縄料理,,,3.03
28031552,尼崎駅（阪神）,276,海幸山幸処 てっぽう茶屋 阪神尼崎店,懐石・会席料理,兵庫県尼崎市昭和南通4-68-30,70,-,-,5000,5999,"5,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28031552/,和食,懐石・会席料理,,,3.02
28056741,尼崎駅（阪神）,580,チーターズ 尼崎店,スイーツ（その他）、パン・サンドイッチ（その他）,兵庫県尼崎市神田中通4-102,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28056741/,テイクアウト,スイーツ（その他）,,,3.01
28003454,尼崎駅（阪神）,449,トップ オブ ザ クリスタル,バー,兵庫県尼崎市昭和通2-7-1 都ホテル尼崎 22F,68,-,-,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28003454/,その他,バー,,,3.11
28065144,尼崎駅（阪神）,499,ちょい呑み くにげ,居酒屋,兵庫県尼崎市昭和通2-3-21,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28065144/,居酒屋・バル,居酒屋,,,-
28025289,尼崎駅（阪神）,348,家族亭 尼崎店,うどん,兵庫県尼崎市神田中通3-56,45,-,999,2000,2999,"2,500",2006/4/3,2006/4/3,16,7,https://tabelog.com/hyogo/A2803/A280304/28025289/,和食,うどん,,,3.02
28026367,尼崎駅（阪神）,208,和食さくら,割烹・小料理,兵庫県尼崎市昭和通3丁目95番地 アマックスビル B1F,70,-,999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28026367/,和食,割烹・小料理,,,3.18
28055216,尼崎駅（阪神）,308,おきなずし,寿司,兵庫県尼崎市神田北通2-19,,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28055216/,和食,寿司,,,3.02
28049693,尼崎駅（阪神）,399,グランロワ,ダイニングバー、パスタ、ピザ,兵庫県尼崎市神田北通3-30-2 ミナミクリエイトビル 4F,40,-,999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28049693/,居酒屋・バル,ダイニングバー,パスタ,ピザ,3.02
28049346,尼崎駅（阪神）,168,庄屋 阪神尼崎店,居酒屋,兵庫県尼崎市神田北通1-1-4,25,-,-,2000,2999,"2,500",2015/3/3,2015/3/3,7,8,https://tabelog.com/hyogo/A2803/A280304/28049346/,居酒屋・バル,居酒屋,,,3.01
28062056,尼崎駅（阪神）,702,甘由,ケーキ、洋菓子（その他）,兵庫県尼崎市東難波町5-7-19,,-,999,-,999,999,2021/12/1,2021/12/1,0,11,https://tabelog.com/hyogo/A2803/A280304/28062056/,テイクアウト,ケーキ,,,3.08
28061580,尼崎駅（阪神）,454,手作りcafe&bar 枯山水,カフェ、ピザ、コーヒー専門店,兵庫県尼崎市神田中通り3-80 ダイシンマンション 102,12,-,999,1000,1999,"1,500",2021/11/30,2021/11/30,1,0,https://tabelog.com/hyogo/A2803/A280304/28061580/,その他,カフェ,ピザ,コーヒー専門店,3.06
28064618,尼崎駅（阪神）,214,鳥777 尼崎店,焼鳥、居酒屋,兵庫県尼崎市神田中通2-18-11,,-,999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28064618/,居酒屋・バル,焼鳥,,,3
28061484,尼崎駅（阪神）,745,とろり天使のわらびもち 阪神尼崎店,和菓子,兵庫県尼崎市神田中通5-200-7,,-,999,-,999,999,2021/9/16,2021/9/16,1,2,https://tabelog.com/hyogo/A2803/A280304/28061484/,テイクアウト,和菓子,,,3
28039332,尼崎駅（阪神）,721,お好み焼藤久保,お好み焼き、焼きそば,兵庫県尼崎市東難波町5-6-19,6,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28039332/,居酒屋・バル,お好み焼き,,,3
28053877,尼崎駅（阪神）,367,大阪新世界の串かつ 総本山 2号店,串揚げ・串かつ、居酒屋,兵庫県尼崎市神田中通3-31-3,,2000,2999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28053877/,居酒屋・バル,串揚げ・串かつ,,,3.11
28063086,尼崎駅（阪神）,330,韓国料理 ほっぺ,韓国料理,兵庫県尼崎市昭和南通4-31,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28063086/,多国籍料理,韓国料理,,,-
28059673,尼崎駅（阪神）,174,寿司 一番地 尼崎店,寿司,兵庫県尼崎市神田中通2-27-28,,-,999,-,999,999,2021/2/19,2021/2/19,1,9,https://tabelog.com/hyogo/A2803/A280304/28059673/,和食,寿司,,,-
28065174,尼崎駅（阪神）,346,カジュアルバー CITRUS,バー,兵庫県尼崎市昭和南通4-59 V1レジャービル 4F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28065174/,その他,バー,,,-
28008163,尼崎駅（阪神）,479,ぢどり亭 阪神尼崎店,居酒屋、鳥料理,兵庫県尼崎市神田北通3-34,44,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28008163/,居酒屋・バル,居酒屋,,,3.01
28043834,尼崎駅（阪神）,705,ピザーラ 尼崎南,ピザ,兵庫県尼崎市東難波町5-6-17,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28043834/,洋食,ピザ,,,-
28045196,尼崎駅（阪神）,703,お好み鉄板 がるぼ,お好み焼き、もんじゃ焼き,兵庫県尼崎市築地3-1-1-102,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28045196/,居酒屋・バル,お好み焼き,,,-
28062259,尼崎駅（阪神）,406,呑み処 洋海,居酒屋、魚介料理・海鮮料理,兵庫県尼崎市神田中通3-76 森田ビル 1F,,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28062259/,居酒屋・バル,居酒屋,,,3.03
28036624,尼崎駅（阪神）,308,尼崎セントラルホテル,旅館・オーベルジュ（その他）,兵庫県尼崎市昭和南通4-30,,-,-,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28036624/,その他,旅館・オーベルジュ（その他）,,,3
28039219,尼崎駅（阪神）,404,アルカイックホール多目的室(旧宴会場),その他,兵庫県尼崎市昭和通2丁目7-16 アルカイックホール多目的室 8Ｆ,32,5000,5999,5000,5999,"5,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28039219/,その他,その他,,,3.05
28028974,尼崎駅（阪神）,594,大栄物産食品,韓国料理,兵庫県尼崎市神田南通1丁目-23,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28028974/,多国籍料理,韓国料理,,,3.02
28046551,尼崎駅（阪神）,691,ひよし,定食・食堂,兵庫県尼崎市昭和通1-11-8,17,-,999,4000,4999,"4,500",2016/6/13,2016/6/13,6,5,https://tabelog.com/hyogo/A2803/A280304/28046551/,和食,定食・食堂,,,3.02
28036836,尼崎駅（阪神）,462,都ホテルニューアルカイック,旅館・オーベルジュ（その他）、カフェ・喫茶（その他）,兵庫県尼崎市昭和通2-7-1,,-,-,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28036836/,その他,旅館・オーベルジュ（その他）,,,3.09
28047230,尼崎駅（阪神）,537,お食事処JUN,定食・食堂,兵庫県尼崎市西大物町2-7,12,-,999,-,-,,2013年,2013/1/1,9,10,https://tabelog.com/hyogo/A2803/A280304/28047230/,和食,定食・食堂,,,3.04
28003735,尼崎駅（阪神）,262,拾八番,割烹・小料理,兵庫県尼崎市神田中通り2-28,22,-,-,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28003735/,和食,割烹・小料理,,,3.02
28054681,尼崎駅（阪神）,599,太郎茶屋 鎌倉 尼崎店,カフェ,兵庫県尼崎市西長洲町2-32-3,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28054681/,その他,カフェ,,,-
28039156,尼崎駅（阪神）,169,市野,割烹・小料理,兵庫県尼崎市神田中通2-28,30,-,999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28039156/,和食,割烹・小料理,,,3.08
28046623,尼崎駅（阪神）,778,甘露園,日本茶専門店,兵庫県尼崎市神田中通5-193 シャンティかんだ,17,-,999,-,-,,2015/9/1,2015/9/1,7,2,https://tabelog.com/hyogo/A2803/A280304/28046623/,その他,日本茶専門店,,,3.07
28033283,尼崎駅（阪神）,462,呑家,居酒屋,兵庫県尼崎市昭和南通4-130,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28033283/,居酒屋・バル,居酒屋,,,-
28065143,尼崎駅（阪神）,774,LOCCA BAGEL,ベーグル,兵庫県尼崎市金楽寺町2-36-13,,-,-,-,-,,2022/10/1,2022/10/1,0,1,https://tabelog.com/hyogo/A2803/A280304/28065143/,テイクアウト,ベーグル,,,-
28021951,尼崎駅（阪神）,369,たこ焼き＆バー　オクトパス,たこ焼き、バー,兵庫県尼崎市昭和南通4-35,30,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28021951/,テイクアウト,たこ焼き,,,3.09
28054209,尼崎駅（阪神）,289,アマルガムビルヂング食堂 ネオエビス店,カレー（その他）、バー,兵庫県尼崎市神田中通3-63 102,8,1000,1999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28054209/,多国籍料理,カレー（その他）,,,3.03
28048231,尼崎駅（阪神）,765,戎湯,その他,兵庫県尼崎市築地2-2-20,,-,-,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28048231/,その他,その他,,,3.02
28065309,尼崎駅（阪神）,796,炭火焼とり 永山,焼鳥,兵庫県尼崎市東難波町5-4-7,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28065309/,居酒屋・バル,焼鳥,,,-
28014141,尼崎駅（阪神）,784,キャンティー,喫茶店,兵庫県尼崎市神田北通5-133,30,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28014141/,その他,喫茶店,,,3.01
28055067,尼崎駅（阪神）,775,ふぁいぶ館,カフェ,兵庫県尼崎市西長洲町2-13-5,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28055067/,その他,カフェ,,,-
28047235,尼崎駅（阪神）,168,おんどり庵 阪神尼崎店,居酒屋、焼鳥、鳥料理,兵庫県尼崎市神田北通1-1-1,40,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28047235/,居酒屋・バル,居酒屋,焼鳥,鳥料理,3.01
28031564,尼崎駅（阪神）,595,きのくにや,居酒屋,兵庫県尼崎市東難波町5-9-14,61,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28031564/,居酒屋・バル,居酒屋,,,3.07
28051887,尼崎駅（阪神）,244,おそうざい&グリル すけろく,居酒屋、洋食、魚介料理・海鮮料理,兵庫県尼崎市神田中通2-27-38,20,-,-,3000,3999,"3,500",2018/4/9,2018/4/9,4,7,https://tabelog.com/hyogo/A2803/A280304/28051887/,居酒屋・バル,居酒屋,洋食,魚介料理・海鮮料理,-
28058778,尼崎駅（阪神）,289,アテットリカ,創作料理,兵庫県尼崎市神田中通3-63 E135?25’N34?44’building 2F,13,-,-,8000,9999,"9,000",,,,,https://tabelog.com/hyogo/A2803/A280304/28058778/,和食,創作料理,,,-
28059463,尼崎駅（阪神）,337,居酒屋 おやじくん,居酒屋、郷土料理（その他）,兵庫県尼崎市昭和南通4-31,,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28059463/,居酒屋・バル,居酒屋,,,3.03
28058165,尼崎駅（阪神）,775,すいか太郎,定食・食堂,兵庫県尼崎市東難波町5-3-17,16,-,999,-,-,,2020/7/28,2020/7/28,2,4,https://tabelog.com/hyogo/A2803/A280304/28058165/,和食,定食・食堂,,,3.05
28050917,尼崎駅（阪神）,335,零六商店,バー・お酒（その他）,兵庫県尼崎市神田中通3-56-1 竹馬ビル B1F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28050917/,その他,バー・お酒（その他）,,,3.01
28056972,尼崎駅（阪神）,219,韓国料理酒場 よつば,韓国料理,兵庫県尼崎市昭和南通4-52 アライビル 1F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28056972/,多国籍料理,韓国料理,,,-
28038799,尼崎駅（阪神）,660,rire,ケーキ,兵庫県尼崎市西長洲町2-28-8,8,-,-,-,-,,2013/9/20,2013/9/20,9,2,https://tabelog.com/hyogo/A2803/A280304/28038799/,テイクアウト,ケーキ,,,3.02
28052636,尼崎駅（阪神）,376,沙羅,ラウンジ、バー、バー・お酒（その他）,兵庫県尼崎市昭和通4-130 ステラビル2F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28052636/,その他,ラウンジ,バー,バー・お酒（その他）,-
28038907,尼崎駅（阪神）,345,旬,バー・お酒（その他）,兵庫県尼崎市昭和南通り4-59 V1レジャービル 3F,15,-,-,-,-,,1996/7/17,1996/7/17,26,4,https://tabelog.com/hyogo/A2803/A280304/28038907/,その他,バー・お酒（その他）,,,-
13196642,鶯谷駅,627,匠のローストビーフ キッチン フォーク 日暮里店,ダイニングバー、肉バル、洋食,東京都台東区根岸2-21-14,20,1000,1999,5000,5999,"5,500",2016/6/1,2016/6/1,6,5,https://tabelog.com/tokyo/A1311/A131105/13196642/,居酒屋・バル,ダイニングバー,肉バル,洋食,3.43
13263236,鶯谷駅,211,0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 鶯谷店,居酒屋、焼肉,東京都台東区根岸1-10-13 福田ビル 1F,74,-,-,2000,2999,"2,500",2021/9/18,2021/9/18,1,2,https://tabelog.com/tokyo/A1311/A131104/13263236/,居酒屋・バル,居酒屋,,,3.05
